"Type","Name","File"
"function","safety","gateway\resilience\src\temporal\ltl.ts"
"function","sameSnapshotOrigin","gateway\src\creation\creation_layer_nasa\artifact_builder.ts"
"function","sanctuaryAccessDenied","packages\integration-nexus-dep\src\contracts\errors.ts"
"function","sanitizeKey","_TO_DELETE_MANUALLY\nexus\raw\src\utils\paths.ts"
"function","sanitizeMetricName","_TO_DELETE_MANUALLY\OMEGA_PHASE13A\observability\metrics_collector.ts"
"function","sanitizeObject","packages\hardening\src\sanitize.ts"
"function","sanitizePath","packages\hardening\src\sanitize.ts"
"function","sanitizeString","packages\hardening\src\sanitize.ts"
"function","sanitizeString","src\scribe\validators.ts"
"function","sanitizeUrl","packages\hardening\src\sanitize.ts"
"function","sanityCheckScenario","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\stress\scenarios.ts"
"function","sanityCheckScenario","gateway\resilience\src\stress\scenarios.ts"
"function","saveManifest","_TO_DELETE_MANUALLY\nexus\proof-utils\src\serialize.ts"
"function","saveProject","_TO_DELETE_MANUALLY\save.ts"
"function","saveResults","_TO_DELETE_MANUALLY\nexus\bench\utils.ts"
"function","saveResults","nexus\bench\utils.ts"
"function","saveSnapshot","_TO_DELETE_MANUALLY\nexus\proof-utils\src\serialize.ts"
"function","scanForBypasses","gateway\wiring\src\anti_bypass_scanner.ts"
"function","scoreOutOfBounds","src\scribe\errors.ts"
"function","scoreProviders","_TO_DELETE_MANUALLY\OMEGA_PHASE14\router\scoring_engine.ts"
"function","scoreSuggestion","src\oracle\muse\scoring.ts"
"function","scoreTransitionNaturalness","src\oracle\muse\physics\gravity.ts"
"function","seal","packages\hardening\src\tamper.ts"
"function","sealArtifact","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\artifact\artifact.ts"
"function","sealArtifact","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\artifact\artifact.ts"
"function","searchRouter","_TO_DELETE_MANUALLY\nexus-search-poc\router.ts"
"function","seededIdGenerator","_TO_DELETE_MANUALLY\nexus\proof-utils\src\snapshot.ts"
"function","seededRNG","_TO_DELETE_MANUALLY\nexus\atlas\src\types.ts"
"function","seededRNG","_TO_DELETE_MANUALLY\nexus\raw\src\utils\encryption.ts"
"function","segmentFileStreaming","packages\omega-segment-engine\src\stream\stream_segmenter.ts"
"function","segmentText","_TO_DELETE_MANUALLY\apps\omega-ui\src\core\analyzer.ts"
"function","segmentText","genesis-forge\src\genesis\judges\j1_emotion_binding.ts"
"function","segmentText","packages\omega-segment-engine\src\segmenter.ts"
"function","selectWithSeed","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\self\falsify-runner.ts"
"function","selectWithSeed","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\self\falsify-runner.ts"
"function","selfTest","_TO_DELETE_MANUALLY\OMEGA_EMOTION_ENGINE_EXTRACT_20260123-025708\03_emotion_engine_files\bio_engine.ts"
"function","selfTest","_TO_DELETE_MANUALLY\OMEGA_EMOTION_ENGINE_EXTRACT_20260123-025708\03_emotion_engine_files\fingerprint.ts"
"function","selfTest","packages\mycelium-bio\src\bio_engine.ts"
"function","selfTest","packages\mycelium-bio\src\canonical_json.ts"
"function","selfTest","packages\mycelium-bio\src\dna_builder.ts"
"function","selfTest","packages\mycelium-bio\src\emotion_field.ts"
"function","selfTest","packages\mycelium-bio\src\fingerprint.ts"
"function","selfTest","packages\mycelium-bio\src\gematria.ts"
"function","selfTest","packages\mycelium-bio\src\merkle.ts"
"function","selfTest","packages\mycelium-bio\src\morpho_engine.ts"
"function","selfTest","packages\omega-aggregate-dna\src\merkle.ts"
"function","selfTest","packages\omega-segment-engine\src\canonical.ts"
"function","selfTest","packages\omega-segment-engine\src\normalizer.ts"
"function","semanticVersion","_TO_DELETE_MANUALLY\nexus\src\core\types.ts"
"function","semanticVersion","_TO_DELETE_MANUALLY\omega-nexus\src\core\types.ts"
"function","sequence","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\chaos\composition.ts"
"function","sequence","gateway\resilience\src\chaos\composition.ts"
"function","sequenceAll","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\chaos\composition.ts"
"function","sequenceAll","gateway\resilience\src\chaos\composition.ts"
"function","serialize","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\artifact\serialization.ts"
"function","serialize","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\artifact\serialization.ts"
"function","serializeEncrypted","_TO_DELETE_MANUALLY\nexus\raw\src\utils\encryption.ts"
"function","serializeExport","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\meta\export.ts"
"function","serializeExportCore","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\meta\export.ts"
"function","serializeManifest","_TO_DELETE_MANUALLY\nexus\proof-utils\src\serialize.ts"
"function","serializeManifest","packages\proof-pack\src\serializer.ts"
"function","serializeProofPack","packages\proof-pack\src\serializer.ts"
"function","serializeProofPack","src\genesis\proofs\proof_builder.ts"
"function","serializeSnapshot","_TO_DELETE_MANUALLY\nexus\proof-utils\src\serialize.ts"
"function","serializeTestCases","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\adversarial\generator.ts"
"function","serializeTestCases","gateway\resilience\src\adversarial\generator.ts"
"function","setClock","_TO_DELETE_MANUALLY\nexus\shared\performance\index.ts"
"function","setClock","nexus\shared\performance\index.ts"
"function","setEventCallback","packages\omega-observability\src\events.ts"
"function","setPerfNow","_TO_DELETE_MANUALLY\nexus\shared\performance\index.ts"
"function","setPerfNow","nexus\shared\performance\index.ts"
"function","setRecordHistory","packages\omega-observability\src\events.ts"
"function","setRecordStoreRoot","src\scribe\record_replay.ts"
"function","sha256","_TO_DELETE_MANUALLY\nexus\src\core\crypto.ts"
"function","sha256","_TO_DELETE_MANUALLY\OMEGA_PHASE18_MEMORY\src\canon\hash.ts"
"function","sha256","_TO_DELETE_MANUALLY\omega-nexus\src\core\crypto.ts"
"function","sha256","_TO_DELETE_MANUALLY\omega-v44-phase7\phase7_verification\src\utils\validation.ts"
"function","sha256","_TO_DELETE_MANUALLY\omega-v44-phase7\proof_pack\src\utils\validation.ts"
"function","sha256","_TO_DELETE_MANUALLY\omega-v44-phase7\src\utils\validation.ts"
"function","sha256","gateway\src\creation\creation_layer_nasa\creation_request.ts"
"function","sha256","gateway\src\memory\memory_layer_nasa\memory_hash.ts"
"function","sha256","gateway\wiring\src\proof\crystal.ts"
"function","sha256","omega-v44\src\phase2_core\hash.ts"
"function","sha256","omega-v44-phase7\phase7_verification\src\utils\validation.ts"
"function","sha256","omega-v44-phase7\proof_pack\src\utils\validation.ts"
"function","sha256","omega-v44-phase7\src\utils\validation.ts"
"function","sha256","packages\genome\src\utils\sha256.ts"
"function","sha256","packages\orchestrator-core\src\util\hash.ts"
"function","sha256","src\genesis\proofs\hash_utils.ts"
"function","sha256","src\oracle\muse\fingerprint.ts"
"function","sha256","src\scribe\canonicalize.ts"
"function","sha256Buffer","gateway\src\memory\memory_layer_nasa\memory_hash.ts"
"function","sha256Buffer","packages\orchestrator-core\src\util\hash.ts"
"function","sha256Buffer","src\genesis\proofs\hash_utils.ts"
"function","sha256Hex","gateway\src\memory\memory_layer_nasa\canonical_encode.ts"
"function","sha256Hex","packages\omega-aggregate-dna\src\merkle.ts"
"function","sha256Hex","packages\omega-segment-engine\src\canonical.ts"
"function","sha256Json","packages\orchestrator-core\src\util\hash.ts"
"function","sha256Sync","gateway\src\creation\creation_layer_nasa\creation_request.ts"
"function","sha256Value","gateway\src\memory\memory_layer_nasa\memory_hash.ts"
"function","shortHash","packages\omega-segment-engine\src\canonical.ts"
"function","shortHash","src\genesis\proofs\hash_utils.ts"
"function","shouldStream","packages\omega-segment-engine\src\stream\utf8_stream.ts"
"function","shuffle","src\oracle\muse\prng.ts"
"function","shuffleWithSeed","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\self\falsify-runner.ts"
"function","shuffleWithSeed","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\self\falsify-runner.ts"
"function","simplify","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\temporal\ltl.ts"
"function","simplify","gateway\resilience\src\temporal\ltl.ts"
"function","since","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\temporal\ltl.ts"
"function","since","gateway\resilience\src\temporal\ltl.ts"
"function","skipWhitespace","packages\omega-segment-engine\src\normalizer.ts"
"function","sleep","packages\performance\src\timer.ts"
"function","soakTestScenario","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\stress\scenarios.ts"
"function","soakTestScenario","gateway\resilience\src\stress\scenarios.ts"
"function","sortObjectKeys","_TO_DELETE_MANUALLY\OMEGA_PHASE13A\observability\audit_trail.ts"
"function","sortRecordsCanonical","gateway\src\memory\memory_layer_nasa\memory_query.ts"
"function","sortSourcesDeterministic","gateway\src\memory\memory_layer_nasa\memory_digest.ts"
"function","spikeTestScenario","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\stress\scenarios.ts"
"function","spikeTestScenario","gateway\resilience\src\stress\scenarios.ts"
"function","splitHybridView","gateway\src\memory\memory_layer_nasa\memory_hybrid.ts"
"function","splitIntoChunks","_TO_DELETE_MANUALLY\OMEGA_PHASE14\oracle\prompt_builder.ts"
"function","stability","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\temporal\ltl.ts"
"function","stability","gateway\resilience\src\temporal\ltl.ts"
"function","stableEquals","packages\orchestrator-core\src\util\stableJson.ts"
"function","stableLabelKey","_TO_DELETE_MANUALLY\OMEGA_PHASE13A\observability\metrics_collector.ts"
"function","stableParse","packages\orchestrator-core\src\util\stableJson.ts"
"function","stableStringify","packages\omega-aggregate-dna\src\merkle.ts"
"function","stableStringify","packages\omega-segment-engine\src\canonical.ts"
"function","stableStringify","packages\orchestrator-core\src\util\stableJson.ts"
"function","stableStringify","src\oracle\muse\fingerprint.ts"
"function","standardLoadScenario","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\stress\scenarios.ts"
"function","standardLoadScenario","gateway\resilience\src\stress\scenarios.ts"
"function","stateId","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\temporal\types.ts"
"function","stateId","gateway\resilience\src\temporal\types.ts"
"function","stdDev","packages\performance\src\stats.ts"
"function","stepFailedError","packages\orchestrator-core\src\core\errors.ts"
"function","stimulateEmotion","_TO_DELETE_MANUALLY\emotion_engine.ts"
"function","stimulateEmotion","_TO_DELETE_MANUALLY\OMEGA_EMOTION_ENGINE_EXTRACT_20260123-025708\03_emotion_engine_files\emotion_engine.ts"
"function","stimulateEmotion","_TO_DELETE_MANUALLY\omega-ui\src\lib\emotion_engine.ts"
"function","stressSeed","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\stress\types.ts"
"function","stressSeed","gateway\resilience\src\stress\types.ts"
"function","stripHtml","packages\hardening\src\sanitize.ts"
"function","stripMetadata","packages\genome\src\core\canonical.ts"
"function","success","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\refusal\engine.ts"
"function","success","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\refusal\engine.ts"
"function","success","gateway\src\memory\memory_layer_nasa\memory_errors.ts"
"function","suggest","src\oracle\muse\suggest\index.ts"
"function","sum","packages\performance\src\stats.ts"
"function","summarizeDiff","_TO_DELETE_MANUALLY\nexus\proof-utils\src\diff.ts"
"function","summarizeRecording","packages\headless-runner\src\replay.ts"
"function","tamperDetected","src\scribe\errors.ts"
"function","test","gateway\wiring\tests\anti_bypass_scanner.test.ts"
"function","testCaseId","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\adversarial\types.ts"
"function","testCaseId","gateway\resilience\src\adversarial\types.ts"
"function","testContainment","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\regions\containment.ts"
"function","testContainment","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\regions\containment.ts"
"function","testDeterminism","src\scribe\canonicalize.ts"
"function","testEquivalence","src\scribe\canonicalize.ts"
"function","testId","_TO_DELETE_MANUALLY\nexus\src\core\types.ts"
"function","testId","_TO_DELETE_MANUALLY\omega-nexus\src\core\types.ts"
"function","testPromptDeterminism","src\scribe\prompt_builder.ts"
"function","testProviderDeterminism","src\scribe\mock_provider.ts"
"function","testProviderVariation","src\scribe\mock_provider.ts"
"function","testRoundTrip","genesis-forge\src\genesis\core\omega_converter.ts"
"function","textSearch","_TO_DELETE_MANUALLY\OMEGA_PHASE21_QUERY_ENGINE\src\queries\builder.ts"
"function","textsEquivalent","src\scribe\canonicalize.ts"
"function","ThemeToggle","_TO_DELETE_MANUALLY\apps\omega-ui\src\lib\theme.ts"
"function","throttle","packages\performance\src\pool.ts"
"function","time","packages\performance\src\timer.ts"
"function","timeAsync","packages\performance\src\timer.ts"
"function","timed","packages\performance\src\timer.ts"
"function","timeMultiple","packages\performance\src\timer.ts"
"function","timeoutError","packages\integration-nexus-dep\src\contracts\errors.ts"
"function","timeoutError","packages\orchestrator-core\src\core\errors.ts"
"function","timestampMs","_TO_DELETE_MANUALLY\nexus\src\core\types.ts"
"function","timestampMs","_TO_DELETE_MANUALLY\omega-nexus\src\core\types.ts"
"function","timestampMs","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\chaos\types.ts"
"function","timestampMs","gateway\resilience\src\chaos\types.ts"
"function","toArchiveEntries","packages\proof-pack\src\serializer.ts"
"function","toastPromise","_TO_DELETE_MANUALLY\apps\omega-ui\src\components\notifications\useToast.ts"
"function","toJSON","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\artifact\serialization.ts"
"function","toJSON","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\crystal\crystallizer.ts"
"function","toJSON","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\artifact\serialization.ts"
"function","toJSON","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\crystal\crystallizer.ts"
"function","toLegacyPlutchik","_TO_DELETE_MANUALLY\OMEGA_PHASE14\oracle\emotion_v2.ts"
"function","topologicalSort","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\crystal\lineage.ts"
"function","topologicalSort","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\crystal\lineage.ts"
"function","toString","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\temporal\ltl.ts"
"function","toString","gateway\resilience\src\temporal\ltl.ts"
"function","toYAML","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\artifact\serialization.ts"
"function","toYAML","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\artifact\serialization.ts"
"function","toYAMLObject","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\crystal\crystallizer.ts"
"function","toYAMLObject","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\crystal\crystallizer.ts"
"function","traceTime","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\temporal\types.ts"
"function","traceTime","gateway\resilience\src\temporal\types.ts"
"function","trackDuration","packages\omega-observability\src\events.ts"
"function","translateInput","packages\integration-nexus-dep\src\translators\input.ts"
"function","trimSpan","packages\omega-segment-engine\src\normalizer.ts"
"function","truncateId","packages\omega-observability\src\events.ts"
"function","tryParseResponse","_TO_DELETE_MANUALLY\OMEGA_PHASE14\oracle\response_parser.ts"
"function","unknownOperationError","packages\integration-nexus-dep\src\contracts\errors.ts"
"function","unsafeLoad","_TO_DELETE_MANUALLY\load.ts"
"function","unseal","packages\hardening\src\tamper.ts"
"function","until","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\temporal\ltl.ts"
"function","until","gateway\resilience\src\temporal\ltl.ts"
"function","unwrap","gateway\src\memory\memory_layer_nasa\memory_errors.ts"
"function","unwrapOr","gateway\src\memory\memory_layer_nasa\memory_errors.ts"
"function","updateEmotion","_TO_DELETE_MANUALLY\emotion_engine.ts"
"function","updateEmotion","_TO_DELETE_MANUALLY\OMEGA_EMOTION_ENGINE_EXTRACT_20260123-025708\03_emotion_engine_files\emotion_engine.ts"
"function","updateEmotion","_TO_DELETE_MANUALLY\omega-ui\src\lib\emotion_engine.ts"
"function","updateIntegrity","_TO_DELETE_MANUALLY\integrity.ts"
"function","updateNodeHash","packages\mycelium-bio\src\merkle.ts"
"function","updateStats","genesis-forge\src\genesis\engines\provider_interface.ts"
"function","useGreet","_TO_DELETE_MANUALLY\apps\omega-ui\src\lib\hooks.ts"
"function","useHealth","_TO_DELETE_MANUALLY\apps\omega-ui\src\lib\hooks.ts"
"function","useOracle","_TO_DELETE_MANUALLY\apps\omega-ui\src\hooks\useOracle.ts"
"function","useRunner","_TO_DELETE_MANUALLY\omega-ui\src\hooks\useRunner.ts"
"function","useRunner","_TO_DELETE_MANUALLY\omega-ui-bootstrap\omega-ui\src\hooks\useRunner.ts"
"function","useSearch","_TO_DELETE_MANUALLY\apps\omega-ui\src\hooks\useSearch.ts"
"function","useTheme","_TO_DELETE_MANUALLY\apps\omega-ui\src\lib\theme.ts"
"function","useToast","_TO_DELETE_MANUALLY\apps\omega-ui\src\components\notifications\useToast.ts"
"function","useVersion","_TO_DELETE_MANUALLY\apps\omega-ui\src\lib\hooks.ts"
"function","utcTimestamp","_TO_DELETE_MANUALLY\OMEGA_PHASE13A\observability\audit_trail.ts"
"function","uuid","gateway\src\memory\memory_layer_nasa\canonical_encode.ts"
"function","vadDistance","genesis-forge\src\genesis\judges\j1_emotion_binding.ts"
"function","validate","_TO_DELETE_MANUALLY\OMEGA_SPRINT15\src\nexus\validator.ts"
"function","validate","packages\mycelium\src\mycelium.ts"
"function","validateArgs","gateway\cli-runner\src\cli\parser.ts"
"function","validateArray","packages\hardening\src\validate.ts"
"function","validateArtifactType","gateway\src\creation\creation_layer_nasa\creation_types.ts"
"function","validateAssumptionReason","gateway\src\creation\creation_layer_nasa\creation_types.ts"
"function","validateAttackId","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\falsification\engine.ts"
"function","validateAttackId","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\falsification\engine.ts"
"function","validateAuditEntry","_TO_DELETE_MANUALLY\OMEGA_SPRINT15\src\nexus\audit.ts"
"function","validateAxiomRegistry","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\foundation\axioms.ts"
"function","validateAxiomRegistry","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\foundation\axioms.ts"
"function","validateBinary","packages\mycelium\src\validator.ts"
"function","validateBoundaryEntry","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\meta\boundary_ledger.ts"
"function","validateBoundaryEntry","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\meta\boundary_ledger.ts"
"function","validateBoundaryLedger","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\meta\boundary_ledger.ts"
"function","validateBoundaryLedger","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\meta\boundary_ledger.ts"
"function","validateCallable","packages\gold-internal\src\validator.ts"
"function","validateCanonicalKey","gateway\src\memory\memory_layer_nasa\canonical_key.ts"
"function","validateConfig","_TO_DELETE_MANUALLY\OMEGA_PHASE12\config\omega.config.loader.ts"
"function","validateConfig","genesis-forge\src\genesis\engines\provider_factory.ts"
"function","validateConstraints","src\genesis\core\validator.ts"
"function","validateContentSize","packages\integration-nexus-dep\src\contracts\io.ts"
"function","validateContract","packages\contracts-canon\src\registry.ts"
"function","validateControlChars","packages\mycelium\src\validator.ts"
"function","validateDigestSources","gateway\src\memory\memory_layer_nasa\memory_digest.ts"
"function","validateDNAInputs","packages\omega-bridge-ta-mycelium\src\bridge\analysis_to_dna.ts"
"function","validateDocument","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\crystal\validator.ts"
"function","validateDocument","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\crystal\validator.ts"
"function","validateEmail","_TO_DELETE_MANUALLY\nexus-search-poc\tests\poc4-e2e.test.ts"
"function","validateEmotionField","src\genesis\core\validator.ts"
"function","validateEmotionStateV2","_TO_DELETE_MANUALLY\OMEGA_PHASE14\oracle\emotion_v2.ts"
"function","validateEmotionStateV2","src\oracle\emotion_v2.ts"
"function","validateEnvelopeLenient","gateway\wiring\src\envelope.ts"
"function","validateEnvelopeStrict","gateway\wiring\src\envelope.ts"
"function","validateErrorObj","_TO_DELETE_MANUALLY\OMEGA_PHASE14\ipc\protocol.ts"
"function","validateEvent","_TO_DELETE_MANUALLY\nexus\ledger\src\validation\validation.ts"
"function","validateEventInput","_TO_DELETE_MANUALLY\OMEGA_PHASE13A\observability\audit_trail.ts"
"function","validateEvidence","_TO_DELETE_MANUALLY\nexus-search-poc\types.ts"
"function","validateExport","packages\gold-internal\src\validator.ts"
"function","validateFalsificationReport","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\self\survival-proof.ts"
"function","validateFalsificationReport","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\self\survival-proof.ts"
"function","validateFingerprint","_TO_DELETE_MANUALLY\omega-narrative-genome\src\index.ts"
"function","validateGatewayInput","gateway\wiring\src\adapters\gateway_schemas.ts"
"function","validateGenome","_TO_DELETE_MANUALLY\omega-narrative-genome\src\index.ts"
"function","validateGenome","packages\genome\src\api\analyze.ts"
"function","validateHash","packages\hardening\src\validate.ts"
"function","validateId","_TO_DELETE_MANUALLY\OMEGA_PHASE14\ipc\protocol.ts"
"function","validateImport","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\meta\export.ts"
"function","validateInertia","src\oracle\muse\physics\inertia.ts"
"function","validateInstantiable","packages\gold-internal\src\validator.ts"
"function","validateInvariant","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\crystal\validator.ts"
"function","validateInvariant","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\crystal\validator.ts"
"function","validateInvariants","_TO_DELETE_MANUALLY\invariants.ts"
"function","validateInventory","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\meta\inventory.ts"
"function","validateInventory","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\meta\inventory.ts"
"function","validateKey","_TO_DELETE_MANUALLY\OMEGA_PHASE19_PERSIST\src\core\types.ts"
"function","validateKey","gateway\src\memory\memory_layer_nasa\memory_types.ts"
"function","validateL1","_TO_DELETE_MANUALLY\OMEGA_SPRINT15\src\nexus\validator.ts"
"function","validateL2","_TO_DELETE_MANUALLY\OMEGA_SPRINT15\src\nexus\validator.ts"
"function","validateL3","_TO_DELETE_MANUALLY\OMEGA_SPRINT15\src\nexus\validator.ts"
"function","validateLineage","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\crystal\lineage.ts"
"function","validateLineage","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\crystal\lineage.ts"
"function","validateLogEntry","_TO_DELETE_MANUALLY\OMEGA_PHASE13A\observability\forensic_logger.ts"
"function","validateManifest","packages\proof-pack\src\verifier.ts"
"function","validateMode","packages\mycelium\src\validator.ts"
"function","validateNoCanonWrite","src\scribe\staging.ts"
"function","validateNonEmptyString","packages\hardening\src\validate.ts"
"function","validateNotEmpty","packages\mycelium\src\validator.ts"
"function","validateNotHTML","packages\mycelium\src\validator.ts"
"function","validateNotJSON","packages\mycelium\src\validator.ts"
"function","validateNotXML","packages\mycelium\src\validator.ts"
"function","validateNumber","packages\genome\src\core\canonical.ts"
"function","validateNumber","packages\hardening\src\validate.ts"
"function","validateObject","packages\hardening\src\validate.ts"
"function","validateOmegaConfig","_TO_DELETE_MANUALLY\OMEGA_PHASE12\config\omega.config.schema.ts"
"function","validateOmegaEmotionState","genesis-forge\src\genesis\core\omega_types.ts"
"function","validateOutput","gateway\src\creation\creation_layer_nasa\template_registry.ts"
"function","validateOutput","src\scribe\validators.ts"
"function","validateOxygenResult","src\genesis\core\validator.ts"
"function","validatePackageExports","packages\gold-internal\src\validator.ts"
"function","validateParams","gateway\src\creation\creation_layer_nasa\template_registry.ts"
"function","validatePath","packages\hardening\src\validate.ts"
"function","validatePayload","gateway\src\memory\memory_layer_nasa\memory_types.ts"
"function","validatePhysics","src\oracle\muse\physics\index.ts"
"function","validatePlan","packages\orchestrator-core\src\core\Plan.ts"
"function","validatePlanFile","packages\headless-runner\src\loader.ts"
"function","validatePolicyConfig","_TO_DELETE_MANUALLY\OMEGA_PHASE20_1_MEMORY_HOOK\src\config\memory-policy.ts"
"function","validateProject","_TO_DELETE_MANUALLY\invariants.ts"
"function","validatePromptParams","packages\oracle\src\prompts.ts"
"function","validateProtocolVersion","_TO_DELETE_MANUALLY\OMEGA_PHASE14\ipc\protocol.ts"
"function","validateProvider","_TO_DELETE_MANUALLY\OMEGA_PHASE14\router\provider_registry.ts"
"function","validateQuery","_TO_DELETE_MANUALLY\nexus\atlas\src\query.ts"
"function","validateRecording","packages\headless-runner\src\replay.ts"
"function","validateRefusalLog","_TO_DELETE_MANUALLY\OMEGA_PHASE12\config\safe_mode.ts"
"function","validateRelativePath","_TO_DELETE_MANUALLY\io.ts"
"function","validateRenderParams","_TO_DELETE_MANUALLY\omega-v44-phase7\phase7_verification\src\utils\validation.ts"
"function","validateRenderParams","_TO_DELETE_MANUALLY\omega-v44-phase7\proof_pack\src\utils\validation.ts"
"function","validateRenderParams","_TO_DELETE_MANUALLY\omega-v44-phase7\src\utils\validation.ts"
"function","validateRenderParams","omega-v44-phase7\phase7_verification\src\utils\validation.ts"
"function","validateRenderParams","omega-v44-phase7\proof_pack\src\utils\validation.ts"
"function","validateRenderParams","omega-v44-phase7\src\utils\validation.ts"
"function","validateRenderReportSchema","_TO_DELETE_MANUALLY\omega-v44-phase7\phase7_verification\src\utils\validation.ts"
"function","validateRenderReportSchema","_TO_DELETE_MANUALLY\omega-v44-phase7\proof_pack\src\utils\validation.ts"
"function","validateRenderReportSchema","_TO_DELETE_MANUALLY\omega-v44-phase7\src\utils\validation.ts"
"function","validateRenderReportSchema","omega-v44-phase7\phase7_verification\src\utils\validation.ts"
"function","validateRenderReportSchema","omega-v44-phase7\proof_pack\src\utils\validation.ts"
"function","validateRenderReportSchema","omega-v44-phase7\src\utils\validation.ts"
"function","validateRequest","_TO_DELETE_MANUALLY\OMEGA_PHASE14\ipc\protocol.ts"
"function","validateRequest","gateway\src\creation\creation_layer_nasa\creation_request.ts"
"function","validateRequiredExports","packages\gold-internal\src\validator.ts"
"function","validateResponse","_TO_DELETE_MANUALLY\OMEGA_PHASE14\ipc\protocol.ts"
"function","validateRouting","gateway\cli-runner\src\cli\contract.ts"
"function","validateRule","_TO_DELETE_MANUALLY\OMEGA_PHASE13A\observability\alert_rules.ts"
"function","validateSafeInteger","packages\hardening\src\validate.ts"
"function","validateSceneSpec","src\scribe\validators.ts"
