"Path","Line","LineNumber"
"C:\Users\elric\omega-project\genesis-forge\src\genesis\engines\provider_mock.ts"," * Word banks for template variables","138"
"C:\Users\elric\omega-project\genesis-forge\src\genesis\engines\provider_mock.ts","    ""temple"", ""bridge"", ""horizon"", ""threshold"", ""sanctuary"", ""labyrinth""","152"
"C:\Users\elric\omega-project\genesis-forge\src\genesis\engines\provider_mock.ts","  private detectDomain(prompt: string): keyof typeof TEMPLATES {","307"
"C:\Users\elric\omega-project\genesis-forge\src\genesis\engines\provider_mock.ts","    domain: keyof typeof TEMPLATES,","340"
"C:\Users\elric\omega-project\genesis-forge\src\genesis\engines\provider_mock.ts","    const templates = TEMPLATES[domain];","343"
"C:\Users\elric\omega-project\genesis-forge\src\genesis\engines\provider_mock.ts","      const template = this.rng.pick(templates);","354"
"C:\Users\elric\omega-project\genesis-forge\src\genesis\engines\provider_mock.ts","      const filled = this.fillTemplate(template);","355"
"C:\Users\elric\omega-project\genesis-forge\src\genesis\engines\provider_mock.ts","   * Fill a template with random words","379"
"C:\Users\elric\omega-project\genesis-forge\src\genesis\engines\provider_mock.ts","  private fillTemplate(template: string): string {","381"
"C:\Users\elric\omega-project\genesis-forge\src\genesis\engines\provider_mock.ts","    return template.replace(/\{(\w+)\}/g, (match, key) => {","382"
"C:\Users\elric\omega-project\genesis-forge\src\genesis\types\index.ts","  /** Temperature for generation [0, 1] */","331"
"C:\Users\elric\omega-project\genesis-forge\src\genesis\types\index.ts","  readonly temperature: number;","332"
"C:\Users\elric\omega-project\genesis-forge\src\genesis\types\index.ts","  /** Retry attempts */","340"
"C:\Users\elric\omega-project\genesis-forge\src\genesis\types\index.ts","  readonly retryAttempts?: number;","341"
"C:\Users\elric\omega-project\genesis-forge\src\genesis\types\index.ts","  // Check temperature [0, 1]","367"
"C:\Users\elric\omega-project\genesis-forge\src\genesis\types\index.ts","  if (typeof c.temperature !== ""number"" || c.temperature < 0 || c.temperature > 1) {","368"
"C:\Users\elric\omega-project\genesis-forge\tests\drafter.test.ts","  it(""should include retry notice for subsequent attempts"", () => {","106"
"C:\Users\elric\omega-project\genesis-forge\tests\drafter.test.ts","    expect(prompt).toContain(""Retry attempt 2"");","110"
"C:\Users\elric\omega-project\genesis-forge\tests\drafter.test.ts","  it(""should not include retry notice for first attempt"", () => {","113"
"C:\Users\elric\omega-project\genesis-forge\tests\prism.test.ts","    const bundle = createTruthBundle(""Test"", emotion, { tone: ""reflective contemplative"" });","272"
"C:\Users\elric\omega-project\genesis-forge\tests\provider_claude.test.ts","          temperature: CLAUDE_PROVIDER_CONFIG.temperature,","162"
"C:\Users\elric\omega-project\genesis-forge\tests\provider_claude.test.ts","        temperature: 0.5,","183"
"C:\Users\elric\omega-project\genesis-forge\tests\provider_claude.test.ts","          temperature: 0.5,","189"
"C:\Users\elric\omega-project\genesis-forge\tests\provider_claude.test.ts","        retryAttempts: 2,","197"
"C:\Users\elric\omega-project\genesis-forge\tests\provider_claude.test.ts","        retryAttempts: 2,","228"
"C:\Users\elric\omega-project\genesis-forge\tests\provider_claude.test.ts","        retryAttempts: 0,","286"
"C:\Users\elric\omega-project\genesis-forge\tests\provider_factory.test.ts","      temperature: 2.0, // Invalid","107"
"C:\Users\elric\omega-project\genesis-forge\tests\provider_factory.test.ts","  it(""should reject negative temperature"", () => {","174"
"C:\Users\elric\omega-project\genesis-forge\tests\provider_factory.test.ts","    const config = { ...MOCK_PROVIDER_CONFIG, temperature: -0.1 };","175"
"C:\Users\elric\omega-project\genesis-forge\tests\provider_factory.test.ts","    expect(() => validateConfig(config)).toThrow(/temperature/);","176"
"C:\Users\elric\omega-project\genesis-forge\tests\provider_factory.test.ts","  it(""should reject temperature > 1"", () => {","179"
"C:\Users\elric\omega-project\genesis-forge\tests\provider_factory.test.ts","    const config = { ...MOCK_PROVIDER_CONFIG, temperature: 1.5 };","180"
"C:\Users\elric\omega-project\genesis-forge\tests\provider_factory.test.ts","    expect(() => validateConfig(config)).toThrow(/temperature/);","181"
"C:\Users\elric\omega-project\genesis-forge\tests\provider_factory.test.ts","  it(""should reject negative retryAttempts"", () => {","205"
"C:\Users\elric\omega-project\genesis-forge\tests\provider_factory.test.ts","    const config = { ...MOCK_PROVIDER_CONFIG, retryAttempts: -1 };","206"
"C:\Users\elric\omega-project\genesis-forge\tests\provider_factory.test.ts","    expect(() => validateConfig(config)).toThrow(/retryAttempts/);","207"
"C:\Users\elric\omega-project\genesis-forge\tests\provider_gemini.test.ts","            temperature: GEMINI_PROVIDER_CONFIG.temperature,","157"
"C:\Users\elric\omega-project\genesis-forge\tests\provider_gemini.test.ts","        temperature: 0.5,","177"
"C:\Users\elric\omega-project\genesis-forge\tests\provider_gemini.test.ts","            temperature: 0.5,","184"
"C:\Users\elric\omega-project\genesis-forge\tests\provider_gemini.test.ts","        retryAttempts: 2,","193"
"C:\Users\elric\omega-project\genesis-forge\tests\provider_gemini.test.ts","        retryAttempts: 2,","218"
"C:\Users\elric\omega-project\genesis-forge\tests\provider_gemini.test.ts","        retryAttempts: 3,","245"
"C:\Users\elric\omega-project\genesis-forge\tests\provider_gemini.test.ts","        retryAttempts: 1,","259"
"C:\Users\elric\omega-project\genesis-forge\tests\provider_gemini.test.ts","        retryAttempts: 1,","282"
"C:\Users\elric\omega-project\genesis-forge\tests\provider_gemini.test.ts","        retryAttempts: 1,","304"
"C:\Users\elric\omega-project\genesis-forge\tests\provider_gemini.test.ts","        retryAttempts: 0,","348"
"C:\Users\elric\omega-project\genesis-forge\tests\provider_mock.test.ts","        temperature: 0,","148"
"C:\Users\elric\omega-project\genesis-forge\tests\types.test.ts","    temperature: 0,","341"
"C:\Users\elric\omega-project\genesis-forge\tests\types.test.ts","    temperature: 0.7,","349"
"C:\Users\elric\omega-project\genesis-forge\tests\types.test.ts","  it(""should reject negative temperature"", () => {","373"
"C:\Users\elric\omega-project\genesis-forge\tests\types.test.ts","    expect(isValidProviderConfig({ ...validMockConfig, temperature: -0.1 })).toBe(false);","374"
"C:\Users\elric\omega-project\genesis-forge\tests\types.test.ts","  it(""should reject temperature > 1"", () => {","377"
"C:\Users\elric\omega-project\genesis-forge\tests\types.test.ts","    expect(isValidProviderConfig({ ...validMockConfig, temperature: 1.1 })).toBe(false);","378"
"C:\Users\elric\omega-project\genesis-forge\tests\types.test.ts","  it(""should accept edge temperatures (0 and 1)"", () => {","393"
"C:\Users\elric\omega-project\genesis-forge\tests\types.test.ts","    expect(isValidProviderConfig({ ...validMockConfig, temperature: 0 })).toBe(true);","394"
"C:\Users\elric\omega-project\genesis-forge\tests\types.test.ts","    expect(isValidProviderConfig({ ...validMockConfig, temperature: 1 })).toBe(true);","395"
"C:\Users\elric\omega-project\genesis-forge\CHANGELOG.md","  - Template-based intelligent content generation","31"
"C:\Users\elric\omega-project\genesis-forge\CHANGELOG.md","  - Domain-aware template selection","32"
"C:\Users\elric\omega-project\GOVERNANCE\VISION_FINALE_SCELLEE.md","?   ? Elle poss?de une persistance temporelle                                              ?","63"
"C:\Users\elric\omega-project\GOVERNANCE\VISION_FINALE_SCELLEE.md","L'axe Z d?finit **COMBIEN DE TEMPS** ?a reste. C'est **LE** diff?renciateur d'OMEGA.","113"
"C:\Users\elric\omega-project\GOVERNANCE\VISION_FINALE_SCELLEE.md","**Le GPS narratif guide l'?criture en temps r?el.**","271"
"C:\Users\elric\omega-project\nexus\bench\proof.bench.ts","    const tmpDir = fs.mkdtempSync(path.join(os.tmpdir(), 'bench-proof-'));","20"
"C:\Users\elric\omega-project\nexus\bench\proof.bench.ts","    const tmpDir = fs.mkdtempSync(path.join(os.tmpdir(), 'bench-proof-'));","46"
"C:\Users\elric\omega-project\nexus\bench\proof.bench.ts","    const tmpDir = fs.mkdtempSync(path.join(os.tmpdir(), 'bench-proof-'));","74"
"C:\Users\elric\omega-project\nexus\bench\proof.bench.ts","    const tmpDir = fs.mkdtempSync(path.join(os.tmpdir(), 'bench-proof-'));","101"
"C:\Users\elric\omega-project\nexus\genesis\GUARDRAILS.md","| ""Pas eu le temps pour tests"" | REFUS? |","16"
"C:\Users\elric\omega-project\nexus\genesis\IA_RUN_MODE.md","## 5. TEMPLATE DE MISSION IA","189"
"C:\Users\elric\omega-project\nexus\handover\DECISION_LOG.md","## Template for Future Decisions","155"
"C:\Users\elric\omega-project\nexus\handover\SUCCESSION_RULES.md","## Cas 1: Architecte Indisponible Temporairement","9"
"C:\Users\elric\omega-project\nexus\handover\SUCCESSION_RULES.md","## Template: Succession Agreement","147"
"C:\Users\elric\omega-project\nexus\handover\SUCCESSION_RULES.md","?   - Temporary absence: maintenance only                                       ?","186"
"C:\Users\elric\omega-project\nexus\proof\audit\OMEGA_MEGA_AUDIT_MATH_v2.0_RAPPORT.md","### 12. TODO/FIXME/HACK Analysis","351"
"C:\Users\elric\omega-project\nexus\proof\audit\OMEGA_SITUATION_COMPLETE_FINALE_v2_0.md","?   Tests:       32.15s ( 72.6%)  ? Temps r?el d'ex?cution                     ?","124"
"C:\Users\elric\omega-project\nexus\proof\audit\OMEGA_SITUATION_COMPLETE_FINALE_v2_0.md","## 5.3 TODO/FIXME Analysis","894"
"C:\Users\elric\omega-project\nexus\proof\audit\OMEGA_SITUATION_COMPLETE_FINALE_v2_0.md","| Scope | TODO Count | Description |","898"
"C:\Users\elric\omega-project\nexus\proof\audit\OMEGA_SITUATION_COMPLETE_FINALE_v2_0.md","?   TODO DISCREPANCY EXPLAINED                                                  ?","911"
"C:\Users\elric\omega-project\nexus\proof\audit\OMEGA_SITUATION_COMPLETE_FINALE_v2_0.md","?   Scan-scope (6 modules TS):      178 TODO                                   ?","913"
"C:\Users\elric\omega-project\nexus\proof\audit\OMEGA_SITUATION_COMPLETE_FINALE_v2_0.md","?   Full repo (All TS):             1390 TODO                                   ?","914"
"C:\Users\elric\omega-project\nexus\proof\audit\OMEGA_SITUATION_COMPLETE_FINALE_v2_0.md","?   ?cart:                          1212 TODO                                   ?","915"
"C:\Users\elric\omega-project\nexus\proof\audit\OMEGA_SITUATION_COMPLETE_FINALE_v2_0.md","?   Les 1212 TODO sont dans:                                                    ?","918"
"C:\Users\elric\omega-project\nexus\proof\audit\OMEGA_SITUATION_COMPLETE_FINALE_v2_0.md","?   - Documentation MD (162 TODO)                                               ?","920"
"C:\Users\elric\omega-project\nexus\proof\audit\OMEGA_SITUATION_COMPLETE_FINALE_v2_0.md","?   Conclusion: Scan-scope affirme correctement ""178 TODO""                     ?","923"
"C:\Users\elric\omega-project\nexus\proof\audit\OMEGA_SITUATION_COMPLETE_FINALE_v2_0.md","?   2. TODO Count (178 en scan-scope)                                           ?","1291"
"C:\Users\elric\omega-project\nexus\proof\audit\OMEGA_SITUATION_COMPLETE_FINALE_v2_0.md","?   Moyen  ?                           ? R?sorber TODO                          ?","1352"
"C:\Users\elric\omega-project\nexus\proof\audit\OMEGA_SITUATION_COMPLETE_FINALE_v2_0.md","?   Priorit? 2: TODO (Long terme - impact moyen, effort ?lev?)                 ?","1359"
"C:\Users\elric\omega-project\nexus\proof\audit\OMEGA_SITUATION_COMPLETE_FINALE_v2_0.md","?   3. R?sorber 50 TODO prioritaires                         Effort: L         ?","1385"
"C:\Users\elric\omega-project\nexus\proof\audit\OMEGA_SITUATION_COMPLETE_FINALE_v2_0.md","| **Trier 50 TODO critiques** | P2 | 2h | Cette semaine |","1462"
"C:\Users\elric\omega-project\nexus\proof\audit\SITUATION_FINALE_RECAP.md","5. **Qualit? & Couverture** ? Coverage, TODO, tableaux","25"
"C:\Users\elric\omega-project\nexus\proof\audit\SITUATION_FINALE_RECAP.md","2. TODO ? 178 en scan-scope (? r?sorber)","119"
"C:\Users\elric\omega-project\nexus\proof\audit\SITUATION_FINALE_RECAP.md","4. ? R?sorber 50 TODO critiques","127"
"C:\Users\elric\omega-project\nexus\proof\audit\SITUATION_FINALE_RECAP.md","- TODO/FIXME analysis","161"
"C:\Users\elric\omega-project\nexus\proof\audit_supreme\architecture\CONTROL_FLOW.md","            ? ? tempoAxis       ?","44"
"C:\Users\elric\omega-project\nexus\proof\audit_supreme\architecture\DATAFLOW.md","?   ?   ? validateNotEmpty() - Non-empty after trim                         ? ?","30"
"C:\Users\elric\omega-project\nexus\proof\audit_supreme\architecture\DATAFLOW.md","?   ?   5. TempoAxis - Temporal/rhythm patterns                             ? ?","77"
"C:\Users\elric\omega-project\nexus\proof\audit_supreme\architecture\DATAFLOW.md","?     tempoAxis: { rhythm, pacing, ... },                                     ?","85"
"C:\Users\elric\omega-project\nexus\proof\audit_supreme\architecture\DATAFLOW.md","?   ? flattenTempoAxis()                                                      ?","119"
"C:\Users\elric\omega-project\nexus\proof\audit_supreme\bible\architecture\LAYERS.md","**Packages:** `gold-cli`, `omega-templates`","161"
"C:\Users\elric\omega-project\nexus\proof\audit_supreme\bible\architecture\LAYERS.md","- Template management","169"
"C:\Users\elric\omega-project\nexus\proof\audit_supreme\bible\architecture\OVERVIEW.md","?  ?   omega-templates   - Template management                                 ?  ?","31"
"C:\Users\elric\omega-project\nexus\proof\audit_supreme\bible\architecture\PATTERNS.md","**Description:** Tests attempt to disprove claims rather than confirm them (Popperian approach).","176"
"C:\Users\elric\omega-project\nexus\proof\audit_supreme\bible\architecture\PATTERNS.md","// Do: ""attempt to falsify X""","180"
"C:\Users\elric\omega-project\nexus\proof\audit_supreme\bible\contracts\INPUT_SCHEMAS.md","    tempoAxis?: boolean;","101"
"C:\Users\elric\omega-project\nexus\proof\audit_supreme\bible\contracts\INPUT_SCHEMAS.md","    tempoAxis?: boolean;","124"
"C:\Users\elric\omega-project\nexus\proof\audit_supreme\bible\contracts\INPUT_SCHEMAS.md","    tempoAxis?: number;    // 0-1","137"
"C:\Users\elric\omega-project\nexus\proof\audit_supreme\bible\contracts\INPUT_SCHEMAS.md","   * Temperature for response generation","171"
"C:\Users\elric\omega-project\nexus\proof\audit_supreme\bible\contracts\INPUT_SCHEMAS.md","  temperature?: number;","176"
"C:\Users\elric\omega-project\nexus\proof\audit_supreme\bible\contracts\INPUT_SCHEMAS.md","| temperature | number | No | 0-1 |","345"
"C:\Users\elric\omega-project\nexus\proof\audit_supreme\bible\contracts\OUTPUT_SCHEMAS.md","  tempoAxis: {","156"
"C:\Users\elric\omega-project\nexus\proof\audit_supreme\bible\contracts\OUTPUT_SCHEMAS.md","    tempoAxis: number;","241"
"C:\Users\elric\omega-project\nexus\proof\audit_supreme\bible\contracts\OUTPUT_SCHEMAS.md","    tempoAxis: number;","252"
"C:\Users\elric\omega-project\nexus\proof\audit_supreme\bible\failure_modes\RECOVERY.md","**Scenario:** Attempt to modify frozen module","192"
"C:\Users\elric\omega-project\nexus\proof\audit_supreme\bible\modules\genome.md","  tempoAxis: TempoAxis;      // Rhythm and pacing","121"
"C:\Users\elric\omega-project\nexus\proof\audit_supreme\bible\modules\mycelium.md","function validateNotEmpty(text: string): boolean","63"
"C:\Users\elric\omega-project\nexus\proof\audit_supreme\bible\modules\mycelium.md","? 2. validateNotEmpty()                           ?","155"
"C:\Users\elric\omega-project\nexus\proof\audit_supreme\bible\modules\oracle.md","  temperature?: number;      // 0-1, default: 0.7","79"
"C:\Users\elric\omega-project\nexus\proof\audit_supreme\bible\GLOSSARY.md","The Popperian approach to testing where the goal is to disprove claims rather than confirm them. If a claim survives all falsification attempts, it is considered valid.","64"
"C:\Users\elric\omega-project\nexus\proof\audit_supreme\bible\GLOSSARY.md","- tempoAxis: rhythm and pacing","132"
"C:\Users\elric\omega-project\nexus\proof\audit_supreme\bible\GLOSSARY.md","### TempoAxis","217"
"C:\Users\elric\omega-project\nexus\proof\audit_supreme\failure_analysis\SECURITY_ANALYSIS.md","| Template Injection | SAFE | No template engines |","69"
"C:\Users\elric\omega-project\nexus\proof\audit_supreme\warmup\WARMUP_STATE.md","- Invariant-based testing with ID patterns (INV-XXX-NN)","136"
"C:\Users\elric\omega-project\nexus\proof\audit_supreme\OMEGA_SUPREME_AUDIT_REPORT.md","? Layer 7: CLI         ? gold-cli, omega-templates                ?","142"
"C:\Users\elric\omega-project\nexus\proof\auto-finish-20260119-032248\DIFF_SUMMARY.md","| TODO_DISCREPANCY_REPORT.md | TODO analysis |","92"
"C:\Users\elric\omega-project\nexus\proof\auto-finish-20260119-032248\SESSION_SAVE_FINAL.md","## TODO Discrepancy Expliqu","17"
"C:\Users\elric\omega-project\nexus\proof\auto-finish-20260119-032248\SESSION_SAVE_FINAL.md","**Conclusion:** Scan affirme ""0 TODO"" pour scope dfini - VRIFI","25"
"C:\Users\elric\omega-project\nexus\proof\auto-finish-20260119-032248\SESSION_SAVE_FINAL.md","| TODO_DISCREPANCY_REPORT.md | TODO analysis |","122"
"C:\Users\elric\omega-project\nexus\proof\auto-finish-20260119-032248\TODO_DISCREPANCY_REPORT.md","# TODO DISCREPANCY ANALYSIS","1"
"C:\Users\elric\omega-project\nexus\proof\auto-finish-20260119-032248\TODO_DISCREPANCY_REPORT.md","**Total repo-wide: 170 TODO/FIXME/HACK occurrences**","29"
"C:\Users\elric\omega-project\nexus\proof\auto-finish-20260119-032248\TODO_DISCREPANCY_REPORT.md","| Module | TODO Count |","33"
"C:\Users\elric\omega-project\nexus\proof\auto-finish-20260119-032248\TODO_DISCREPANCY_REPORT.md","**Total scan-scope: 0 TODO (CONFORME SCAN)**","42"
"C:\Users\elric\omega-project\nexus\proof\auto-finish-20260119-032248\TODO_DISCREPANCY_REPORT.md","- **Scan result:** 0 TODO found","47"
"C:\Users\elric\omega-project\nexus\proof\auto-finish-20260119-032248\TODO_DISCREPANCY_REPORT.md","- **Repo total:** 170 TODO/FIXME/HACK occurrences","48"
"C:\Users\elric\omega-project\nexus\proof\auto-finish-20260119-032248\TODO_DISCREPANCY_REPORT.md","- **Location of TODO:**","49"
"C:\Users\elric\omega-project\nexus\proof\auto-finish-20260119-032248\TODO_DISCREPANCY_REPORT.md","## Analyse des 36 TODO en TS (hors scope)","54"
"C:\Users\elric\omega-project\nexus\proof\auto-finish-20260119-032248\TODO_DISCREPANCY_REPORT.md","Le scan affirme ""0 TODO"" pour le scope dfini (6 modules TS production).","72"
"C:\Users\elric\omega-project\nexus\proof\auto-finish-20260119-032248\TODO_DISCREPANCY_REPORT.md","- Result: **0 TODO CONFIRMED**","77"
"C:\Users\elric\omega-project\nexus\proof\auto-finish-20260119-032248\TODO_DISCREPANCY_REPORT.md","1. Les 36 TODO TS sont dans des dossiers legacy/archives hors scope","80"
"C:\Users\elric\omega-project\nexus\proof\auto-finish-20260119-032248\TODO_DISCREPANCY_REPORT.md","2. Les 133 TODO MD sont dans la documentation historique","81"
"C:\Users\elric\omega-project\nexus\proof\auto-finish-20260119-032248\TODO_DISCREPANCY_REPORT.md","3. Le 1 TODO JSON est dans un schema template","82"
"C:\Users\elric\omega-project\nexus\proof\chapter9\ENTRYPOINTS.md","### Attempted Commands","102"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\00_INDEX.md","- [QA_05_TODO_ANY_TSIGNORE.md](./QA_05_TODO_ANY_TSIGNORE.md) ??? Code quality scan","46"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\01_EXEC_SUMMARY.md","| **Code Quality** | TODO | 1 occurrence | P3 |","23"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\06_SIZE_INVENTORY.md","| 12 | 570949 | `nexus\proof\todo-cleanup-20260119-170500\AFTER_SCAN.txt` |","21"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\06_SIZE_INVENTORY.md","| 13 | 544400 | `nexus\proof\todo-exceptions-doc-20260119-174922\raw_markers_all.txt` |","22"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\06_SIZE_INVENTORY.md","| 14 | 534168 | `nexus\proof\todo-exceptions-doc-20260119-174922\raw_markers_unexpected.txt` |","23"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\06_SIZE_INVENTORY.md","| 28 | 193733 | `nexus\proof\todo-cleanup-20260119-170500\BEFORE_SCAN.txt` |","37"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\06_SIZE_INVENTORY.md","| 94 | 65571 | `omega_templates\OMEGA_CONSCIOUSNESS_SUPREME_CONCEPTION.md` |","103"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\DET_01_PRIMITIVES_SCAN.md","- `gateway\resilience\src\temporal\verifier.ts:55: const startTime = Date.now();`","84"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\DET_01_PRIMITIVES_SCAN.md","- `gateway\resilience\src\temporal\verifier.ts:81: executionTimeMs: Date.now() - startTime,`","85"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\DET_01_PRIMITIVES_SCAN.md","- `gateway\src\creation\creation_layer_nasa\template_registry.ts:254: const startTime = Date.now();`","94"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\DET_01_PRIMITIVES_SCAN.md","- `gateway\src\creation\creation_layer_nasa\template_registry.ts:262: durationMs: Date.now() - startTime,`","95"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\DET_01_PRIMITIVES_SCAN.md","- `gateway\src\creation\creation_layer_nasa\template_registry.ts:278: durationMs: Date.now() - startTime,`","96"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\DET_01_PRIMITIVES_SCAN.md","- `gateway\src\creation\creation_layer_nasa\template_registry.ts:290: durationMs: Date.now() - startTime,`","97"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\DET_01_PRIMITIVES_SCAN.md","- `omega-phase23\gateway\resilience\src\temporal\verifier.ts:55: const startTime = Date.now();`","218"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\DET_01_PRIMITIVES_SCAN.md","- `omega-phase23\gateway\resilience\src\temporal\verifier.ts:81: executionTimeMs: Date.now() - startTime,`","219"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\DET_01_PRIMITIVES_SCAN.md","- `packages\search\src\export.ts:175: filename: `${templateName}_${Date.now()}.${FILE_EXTENSIONS[template.format]}`,`","459"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\DET_01_PRIMITIVES_SCAN.md","- `src\scribe\record_replay.ts:161: const tempPath = `${file_path}.tmp.${Date.now()}`;`","547"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\DET_01_PRIMITIVES_SCAN.md","- `gateway\resilience\src\temporal\verifier.ts:80: verifiedAt: new Date(),`","962"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\DET_01_PRIMITIVES_SCAN.md","- `gateway\resilience\src\temporal\verifier.ts:248: timestamp: new Date().toISOString(),`","963"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\DET_01_PRIMITIVES_SCAN.md","- `gateway\src\creation\creation_layer_nasa\template_registry.ts:69: registered_at_utc: new Date().toISOString(),`","974"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\DET_01_PRIMITIVES_SCAN.md","- `omega-phase23\gateway\resilience\src\temporal\verifier.ts:80: verifiedAt: new Date(),`","1019"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\DET_01_PRIMITIVES_SCAN.md","- `omega-phase23\gateway\resilience\src\temporal\verifier.ts:248: timestamp: new Date().toISOString(),`","1020"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\DOC_01_DOC_INDEX.md","| 2 | `.github\ISSUE_TEMPLATE.md` | 417 |","7"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\DOC_01_DOC_INDEX.md","| 8 | `.github\PULL_REQUEST_TEMPLATE.md` | 457 |","13"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\DOC_01_DOC_INDEX.md","| 9 | `.github\RELEASE_TEMPLATE.md` | 1994 |","14"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\DOC_01_DOC_INDEX.md","| 267 | `docs\phase15_1_final\INCIDENT_REPORT_TEMPLATE.md` | 7446 |","272"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\DOC_01_DOC_INDEX.md","| 326 | `docs\TODO_MARKER_EXCEPTIONS.md` | 17049 |","331"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\DOC_01_DOC_INDEX.md","| 535 | `genesis-forge\nexus\proof\scan_20260123_222901\quality\todos.txt` | 0 |","540"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\DOC_01_DOC_INDEX.md","| 721 | `nexus\proof\auto-finish-20260119-032248\TODO_DISCREPANCY_REPORT.md` | 2512 |","726"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\DOC_01_DOC_INDEX.md","| 1192 | `nexus\proof\todo-cleanup-20260119-170500\AFTER_SCAN.txt` | 570949 |","1197"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\DOC_01_DOC_INDEX.md","| 1193 | `nexus\proof\todo-cleanup-20260119-170500\BEFORE_SCAN.txt` | 193733 |","1198"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\DOC_01_DOC_INDEX.md","| 1194 | `nexus\proof\todo-cleanup-20260119-170500\DIFF_SUMMARY.md` | 2139 |","1199"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\DOC_01_DOC_INDEX.md","| 1195 | `nexus\proof\todo-cleanup-20260119-170500\HASHES_SHA256.txt` | 1865 |","1200"
"C:\Users\elric\omega-project\nexus\proof\FORENSIC_SCAN__phase-q-seal-tests__c32098ab__2026-02-03_235225\DOC_01_DOC_INDEX.md","| 1196 | `nexus\proof\todo-cleanup-20260119-170500\REMAINING_AFTER_SCRIPT.txt` | 26113 |","1201"
